Nome;Descrizione;Prezzo;Immagine
Kamut;Impasto preparato con farina di kamut, dal gusto delicato e facilmente digeribile;2.0;
Senatore cappelli;Grano antico 100% italiano, dal sapore intenso e ricco di nutrienti. Gusto deciso e alta digeribilità;2.0;
Stg(impasto napoletano);Impasto a lunga lievitazione secondo il disciplinare STG: soffice, leggero e dal cornicione alto;2.0;
Gluten free classico;Impasto senza glutine, fragrante e leggero, senza rinunciare al gusto della pizza tradizionale;2.0;
